PN ID	GSC-II ID	RA	DEC	l	b	Epoch	dist	PA	Class
M 1-64	N02202025830	18:50:02.090	35:14:36.10	64.982	15.520	1992.637	4.74	259.03	PHOT
M 1-65	N023220244199	18:56:33.639	10:52:10.05	43.200	3.810	1987.412	6.72	303.86	PHOT
M 1-66	S300212327	18:58:26.247	-1:03:45.70	32.785	-2.042	1996.645	0.15	314.71	ST
M 1-67	N02333038	19:11:30.881	16:51:38.21	50.200	3.310	1981.450	7.90	140.66	CS
M 1-69	N020101250358	19:13:53.961	03:37:41.90	38.731	-3.328	1992.585	4.25	325.44	PHOT
M 1-7	N2221121192	06:37:20.955	24:00:35.38	189.896	7.793	1990.829	0.62	6.38	PHOT
M 1-71	N0230022185	19:36:26.927	19:42:23.99	55.508	-0.558	1986.672	7.93	319.22	PHOT
M 1-72	N023021042948	19:41:33.975	17:45:17.71	54.402	-2.571	1986.672	0.30	224.64	ST
M 1-73	N021113190	19:41:09.323	14:56:59.37	51.908	-3.867	1992.436	6.77	211.37	PHOT
M 1-74	N02111218115	19:42:18.874	15:09:08.16	52.223	-4.011	1992.436	3.21	202.30	ST
M 1-75		20:04:44.086	31:27:24.42	68.859	-0.042	0.000	2.76	309.81	GEO
M 1-77	N0331310725	21:19:07.360	46:18:47.24	89.385	-2.266	1973.720	2.21	80.63	ST
M 1-78	N032103243195	21:20:44.809	51:53:27.88	93.532	1.474	1991.762	2.68	157.49	PHOT
M 1-79		21:37:01.500	48:56:02.62	93.379	-2.455	0.000	12.83	316.90	GEO
M 1-8	N220122225056	06:53:33.795	03:08:26.96	210.379	1.904	1990.881	2.55	164.68	PHOT
M 1-80	N012333190266	22:56:19.806	57:09:20.68	107.786	-2.292	1990.790	1.12	302.92	PHOT
M 1-9	N2201311199	07:05:19.204	02:46:59.16	212.034	4.356	1990.881	0.21	280.27	ST
M 2-10	S222332134638	17:14:07.022	-31:19:42.59	354.249	4.366	1997.321	0.38	37.74	PHOT
M 2-11	S222302230729	17:20:33.252	-29:00:38.66	356.953	4.559	1997.321	0.78	77.84	PHOT
M 2-12	S222113241255	17:24:01.451	-25:59:23.16	359.896	5.622	1997.326	0.58	113.99	PHOT
M 2-13	S220223356926	17:28:34.188	-13:26:20.82	11.141	11.551	1988.536	0.32	5.17	ST
M 2-14	S222101343948	17:41:57.252	-24:11:15.64	3.620	3.185	1996.678	11.40	149.88	ST
M 2-15	S22023308979	17:46:54.449	-16:17:24.80	11.002	6.285	1996.680	3.02	295.54	PHOT
M 2-16	S222320344106	17:52:34.362	-32:45:51.10	357.484	-3.247	1996.683	1.26	118.19	PHOT
M 2-17	S220201136645	17:52:04.896	-17:36:05.23	10.498	4.553	1983.535	10.89	206.19	PHOT
M 2-18	S22232003605	17:53:37.844	-32:58:47.93	357.410	-3.548	1996.683	6.08	146.59	PHOT
M 2-19	S22212131990	17:53:45.619	-29:43:46.34	0.232	-1.929	1996.697	3.79	89.27	PHOT
M 2-2	N31223039487	04:13:15.045	56:56:58.08	147.874	4.195	1990.820	4.19	180.56	PHOT
M 2-20	S22212138169	17:54:25.422	-29:36:08.20	0.415	-1.989	1996.697	1.79	228.16	PHOT
M 2-21	S222121259179	17:58:09.565	-29:44:20.08	0.704	-2.760	1996.697	2.58	110.81	PHOT
M 2-22	S222120067046	17:58:32.634	-33:28:36.60	357.493	-4.686	1996.683	0.45	89.36	ST
M 2-23	S3012120391	18:01:42.610	-28:25:43.90	2.228	-2.785	1996.697	1.63	156.17	ST
M 2-24	S301020027281	18:02:02.881	-34:27:47.07	356.987	-5.803	1996.683	0.88	104.65	PHOT
M 2-25		18:02:46.656	-32:09:29.95	359.084	-4.814	0.000	2.11	119.86	GEO
M 2-26	S301201042798	18:03:11.844	-26:58:30.23	3.657	-2.356	1996.686	2.06	108.92	PHOT
M 2-27	S301210238559	18:03:52.588	-31:17:46.54	359.953	-4.598	1996.697	1.76	325.40	PHOT
M 2-28	S30121316914	18:05:02.695	-30:58:17.39	0.360	-4.659	1996.697	10.60	282.50	ST
M 2-29	S3012013957	18:06:40.862	-26:54:55.95	4.089	-3.004	1996.686	32.11	139.85	ST
M 2-30		18:12:34.414	-27:58:11.59	3.791	-4.657	0.000	3.86	250.30	ST
M 2-31	S3012030535	18:13:16.026	-25:30:04.97	6.042	-3.620	1996.697	1.54	114.07	PHOT
M 2-32	S3013131719	18:14:50.617	-32:36:55.21	359.898	-7.272	1996.683	14.17	186.50	PHOT
M 2-33	S301211238061	18:15:06.534	-30:15:32.89	2.024	-6.224	1996.697	0.33	251.84	ST
M 2-34	S301202344928	18:17:15.947	-23:58:54.51	7.814	-3.700	1996.697	7.65	64.35	PHOT
M 2-35	S301313111020	18:17:37.195	-31:56:46.86	0.770	-7.483	1996.697	12.51	340.08	ST
M 2-36	S30121111206	18:17:41.418	-29:08:19.59	3.284	-6.198	1996.697	7.10	90.07	PHOT
M 2-37		18:18:38.352	-28:08:01.00	4.277	-5.916	0.000	6.65	131.28	GEO
M 2-38	S301233367922	18:19:25.162	-26:35:19.92	5.732	-5.351	1996.697	0.97	342.29	PHOT
M 2-39	S301231041811	18:22:01.148	-24:10:40.18	8.149	-4.751	1996.697	0.81	32.67	ST
M 2-4	S222310035342	17:01:06.231	-34:49:38.58	349.802	4.466	1997.326	1.05	125.81	PHOT
M 2-40	S300322018	18:21:23.851	-6:01:55.79	24.124	3.886	1988.607	2.62	186.86	PHOT
M 2-41	S301312362847	18:22:34.379	-30:43:29.66	2.354	-7.866	1996.697	2.22	83.07	GEO
M 2-42	S301231042943	18:22:32.020	-24:09:28.40	8.221	-4.845	1996.697	3.70	271.69	PHOT
M 2-43	S30002302031	18:26:40.048	-2:42:57.63	27.680	4.261	1988.607	0.14	240.80	PHOT
M 2-44	S3003132298	18:37:36.908	-3:05:55.96	28.598	1.657	1997.271	8.14	256.27	PHOT
M 2-45	S300313063214	18:39:21.837	-4:19:50.90	27.703	0.705	1997.271	0.75	312.61	PHOT
M 2-46	S3002221116382	18:46:34.620	-8:28:01.85	24.841	-2.778	1996.615	0.82	295.57	PHOT
M 2-47	N02320203865	19:13:34.559	04:38:04.45	39.588	-2.792	1992.585	2.03	324.32	ST
M 2-48		19:50:28.543	25:54:30.21	62.495	-0.270	0.000	10.18	212.27	PHOT
M 2-49	N032133050752	21:43:17.624	50:25:14.57	95.124	-2.007	1991.762	0.48	331.59	ST
M 2-5	S22231024089	17:02:19.069	-33:10:05.01	351.276	5.278	1997.326	1.43	38.57	PHOT
M 2-50	N032121184712	21:57:41.814	51:41:39.01	97.684	-2.452	1989.754	1.71	11.26	PHOT
M 2-51		22:16:03.890	57:28:33.75	103.225	0.675	0.000	8.58	327.62	GEO
M 2-52	N012230041571	22:20:30.745	57:36:21.62	103.794	0.454	1989.661	4.47	136.19	PHOT
M 2-53		22:32:17.720	56:10:26.12	104.409	-1.610	0.000	3.12	176.94	GEO
M 2-54	N0120203192	22:51:38.923	51:50:42.50	104.840	-6.768	1980.920	14.39	344.96	PHOT
M 2-55		23:31:52.708	70:22:10.11	116.297	8.529	0.000	8.76	294.84	PHOT
M 2-6	S22231207219	17:04:18.326	-30:53:28.71	353.356	6.318	1997.326	0.48	113.03	PHOT
M 2-7	S222312033816	17:05:13.729	-30:32:18.46	353.760	6.371	1997.326	10.12	162.09	PHOT
M 2-8	S222313119613	17:05:30.673	-32:32:08.30	352.189	5.126	1997.249	5.32	97.56	ST
M 2-9	S223220328	17:05:37.952	-10:08:34.58	10.900	18.056	1984.257	2.74	322.89	PHOT
M 3-1	S101123119	07:02:49.980	-31:35:31.50	242.648	-11.607	1992.986	10.52	201.37	PHOT
M 3-10	S222302052382	17:27:20.152	-28:27:51.15	358.243	3.635	1997.321	5.51	90.48	ST
M 3-12	S223102212502	17:36:22.634	-21:31:12.22	5.209	5.686	1997.244	29.05	38.85	ST
M 3-13	S223102193476	17:41:36.594	-22:13:02.46	5.258	4.287	1996.678	5.10	94.90	ST
M 3-14	S222323128491	17:44:20.598	-34:06:40.59	355.443	-2.468	1996.645	1.22	265.07	PHOT
M 3-16	S222123387372	17:52:46.049	-30:49:34.42	359.177	-2.300	1996.697	12.55	144.13	PHOT
M 3-17	S222120155911	17:56:25.640	-31:04:16.82	359.361	-3.102	1996.697	7.72	139.56	ST
M 3-19	S222121241829	17:58:19.337	-30:00:39.32	0.485	-2.926	1996.697	2.62	138.82	ST
M 3-2	S1011333501	07:14:49.781	-27:50:23.38	240.371	-7.629	1995.145	6.08	326.81	PHOT
M 3-20	S222121066319	17:59:19.318	-28:13:48.05	2.141	-2.230	1996.697	0.45	69.40	ST
M 3-21	S3010232406	18:02:32.324	-36:39:12.24	355.107	-6.951	1996.683	23.09	334.56	ST
M 3-22	S301212121739	18:02:19.238	-30:14:25.38	0.713	-3.791	1996.697	7.86	304.77	ST
M 3-23	S301213315166	18:07:06.148	-30:34:16.96	0.926	-4.853	1996.697	12.58	292.76	PHOT
M 3-24	S301203074344	18:07:53.914	-25:24:02.71	5.548	-2.509	1996.686	5.50	275.41	ST
M 3-25	S300323250	18:15:16.967	-10:10:09.47	19.753	3.275	1988.585	3.51	240.53	ST
M 3-26	S30123332884	18:16:11.405	-27:14:57.46	4.808	-5.023	1996.697	0.59	52.20	PHOT
M 3-27	N020221113434	18:27:48.273	14:29:06.06	43.357	11.698	1993.530	1.35	351.96	PHOT
M 3-28	S3003023152	18:32:41.288	-10:05:50.03	21.822	-0.478	1996.615	2.11	316.63	PHOT
M 3-29	S30133301550	18:39:25.772	-30:40:36.71	4.009	-11.101	1996.688	0.75	55.98	PHOT
M 3-3	S1031022368	07:26:34.228	-5:21:52.16	221.745	5.317	1986.197	3.02	241.61	PHOT
M 3-30		18:41:14.938	-15:33:43.58	17.910	-4.831	0.000	4.27	136.82	GEO
M 3-31	S303211112503	18:44:01.767	-19:54:52.52	14.292	-7.369	1996.686	3.32	221.80	ST
M 3-32	S3012202278	18:44:43.127	-25:21:33.85	9.406	-9.888	1997.326	2.71	260.52	PHOT
M 3-33	S301300390	18:48:12.131	-25:28:52.39	9.635	-10.651	1997.326	3.50	332.10	PHOT
M 3-34	S3031313145	19:27:01.897	-6:35:04.63	31.067	-10.897	1986.444	11.05	346.19	PHOT
M 3-35	N03322222681	20:21:03.769	32:29:23.86	71.630	-2.362	1991.606	0.49	330.85	ST
M 3-36	S222300327689	17:12:39.152	-25:43:37.39	358.651	7.877	1997.326	5.26	8.57	ST
M 3-37	S222110146741	17:19:13.386	-25:17:17.55	359.868	6.912	1997.326	8.35	280.06	PHOT
M 3-38	S222302226512	17:21:04.459	-29:02:59.21	356.986	4.443	1997.321	2.35	267.88	PHOT
M 3-39		17:21:11.505	-27:11:38.13	358.537	5.471	0.000	10.59	9.79	GEO
M 3-4	S13110031126	07:55:11.398	-23:38:12.46	241.093	2.353	1996.123	26.86	355.07	PHOT
M 3-40	S222302155744	17:22:28.272	-27:08:42.40	358.739	5.263	1997.326	7.23	4.03	ST
M 3-41	S2223313103993	17:25:59.784	-29:21:50.15	357.330	3.378	1997.321	12.05	255.88	PHOT
M 3-42	S222331069083	17:26:59.793	-29:15:31.85	357.539	3.256	1997.321	0.89	80.10	PHOT
M 3-43	S222123064402	17:50:24.297	-29:25:18.70	0.125	-1.145	1996.697	1.39	305.17	ST
M 3-44	S222123335214	17:51:18.894	-30:23:52.99	359.387	-1.813	1996.678	0.76	142.41	ST
M 3-45	S222123390498	17:52:05.927	-30:05:13.81	359.741	-1.801	1996.697	7.15	238.02	PHOT
M 3-46	S222120115365	17:55:05.796	-31:12:16.03	359.103	-2.922	1996.697	8.62	138.61	PHOT
M 3-47	S222121239777	17:57:43.367	-30:02:29.91	0.394	-2.829	1996.697	35.16	322.27	ST
M 3-48	S222120124816	17:59:56.823	-31:54:27.46	359.008	-4.168	1996.697	6.95	183.47	PHOT
M 3-49	S301020378150	18:02:32.109	-35:13:14.73	356.370	-6.257	1996.683	6.69	344.05	PHOT
M 3-5	S13300331775	08:02:28.932	-27:41:55.44	245.417	1.629	1998.323	3.14	226.62	ST
M 3-50	S301020026222	18:04:05.183	-34:28:37.39	357.179	-6.178	1996.683	8.66	312.92	PHOT
M 3-51		18:04:56.233	-32:54:01.23	358.654	-5.572	0.000	3.67	229.84	GEO
M 3-52	S30032017593	18:10:26.408	-10:29:04.79	18.907	4.172	1986.658	5.24	226.58	PHOT
M 3-53	S30033103218	18:24:07.890	-11:06:42.08	19.946	0.913	1988.585	2.65	189.60	PHOT
M 3-54	S300113154561	18:33:03.745	-13:44:19.95	18.631	-2.238	1996.699	0.37	96.89	ST
M 3-55	S300302324235	18:33:14.773	-10:15:19.45	21.745	-0.672	1996.615	12.45	352.99	PHOT
M 3-6	S1333110581	08:40:40.205	-32:22:33.22	253.972	5.778	1993.208	56.74	65.17	PHOT
M 3-7	S222331163231	17:24:34.429	-29:24:19.47	357.122	3.612	1997.321	5.41	12.69	ST
M 3-8	S222302316956	17:24:52.152	-28:05:54.61	358.245	4.289	1997.326	0.38	140.60	PHOT
M 3-9	S2221133710	17:25:43.364	-26:11:55.47	359.934	5.189	1997.326	1.64	32.77	PHOT
M 4-10	S300113182399	18:34:13.821	-13:12:24.57	19.235	-2.245	1996.699	0.42	92.70	ST
M 4-11		18:54:17.671	-10:05:14.49	24.254	-5.209	0.000	5.69	313.22	GEO
M 4-14	N023233328550	19:21:00.718	07:36:52.37	43.090	-3.043	1992.585	9.12	43.45	PHOT
M 4-17	N030223186028	20:09:01.927	43:43:43.54	79.687	5.831	1989.655	2.27	6.30	PHOT
M 4-18	N3123032502	04:25:50.831	60:07:12.72	146.796	7.601	1992.766	0.24	318.60	ST
M 4-2	S1322113268	07:28:53.808	-35:45:13.92	248.862	-8.564	1991.874	17.14	95.27	ST
M 4-3	S222303282786	17:10:41.751	-27:08:43.75	357.229	7.411	1997.321	1.46	95.73	PHOT
M 4-4	S222331329017	17:28:50.344	-30:07:44.47	357.036	2.440	1997.321	8.73	197.65	PHOT
M 4-6	S222122045875	17:35:13.978	-29:03:10.20	358.698	1.864	1996.678	1.04	139.24	ST
M 4-7	S222120235599	17:51:44.663	-31:36:00.18	358.399	-2.505	1996.678	479.21	41.91	ST
M 4-8	S30032324282	18:12:09.587	-10:42:58.30	18.905	3.690	1986.658	0.53	158.99	ST
M 4-9	S300030225	18:14:18.360	-4:59:21.30	24.220	5.933	1988.607	3.89	88.48	CS
MaC 1-10		18:09:12.878	-25:04:33.27	5.976	-2.612	0.000	5.10	244.10	GEO
MaC 1-11	S303201244597	18:14:50.890	-22:43:55.43	8.653	-2.619	1996.702	1.01	316.78	ST
MaC 1-13	S300331338324	18:28:35.242	-8:43:22.82	22.571	1.055	1988.585	2.77	240.17	PHOT
MaC 1-16	S303302172327	19:01:21.765	-11:58:19.99	23.333	-7.601	1997.329	7.63	240.99	PHOT
MaC 1-2	S213120243200	13:54:27.067	-64:59:36.14	309.532	-2.932	1987.393	8.14	0.58	ST
MaC 2-1	S020113044	05:03:41.851	-6:10:02.96	205.876	-26.731	1985.052	28.97	358.79	ST
MeWe 1-1	S132100077097	08:53:36.859	-54:05:09.79	272.407	-5.969	1991.258	1.72	318.81	CS
MeWe 1-10		17:34:28.169	-54:28:57.81	336.982	-11.580	0.000	10.45	4.83	GEO
MeWe 1-11	S211000314671	17:52:47.064	-46:42:01.64	345.322	-10.215	1996.680	8.01	11.56	CS
MeWe 1-3	S212213212110	13:28:04.904	-54:41:58.35	308.261	7.793	1999.121	1.60	24.34	CS
MeWe 1-5		14:46:35.240	-50:23:25.82	321.013	8.395	0.000	2.84	240.97	CS
MeWe 1-6		16:31:06.654	-50:26:38.08	334.354	-1.479	0.000	34.85	177.71	GEO
MeWe 1-7	S2300203598	16:47:57.070	-50:42:48.32	335.930	-3.656	1997.318	15.66	11.90	PHOT
MeWe 1-8		16:48:40.194	-51:09:20.26	335.664	-4.026	0.000	6.18	3.14	GEO
MeWe 1-9		16:57:28.907	-49:46:54.80	337.619	-4.248	0.000	2.76	19.04	GEO
Me 1-1	N0230212519	19:39:09.813	15:56:48.13	52.543	-2.960	1992.436	2.93	55.33	PHOT
Me 2-1	S2312232556	15:22:19.274	-23:37:31.34	342.140	27.532	1991.288	0.39	113.99	PHOT
Me 2-2	N032323354907	22:31:43.686	47:48:03.96	100.034	-8.762	1989.653	0.05	0.00	ST
MyCn 18	S213122280	13:39:35.116	-67:22:51.45	307.551	-4.942	1997.244	8.19	313.71	PHOT
My 60	S1111221394	10:31:33.390	-55:20:50.87	283.898	2.268	1997.107	3.87	213.45	PHOT
Mz 1		15:34:17.002	-59:09:09.05	322.493	-2.611	0.000	9.82	346.78	GEO
Mz 2	S211123032583	16:14:32.433	-54:57:03.76	329.385	-2.871	1997.321	3.14	265.63	PHOT
Mz 3	S23021311129	16:17:13.392	-51:59:10.31	331.729	-1.011	1988.452	4.66	28.12	PHOT
NGC 1360	S0332120288	03:33:14.645	-25:52:17.93	220.365	-53.934	1990.360	11.01	59.79	CS
NGC 1501	N31222031262	04:06:59.190	60:55:14.34	144.562	6.550	1992.766	16.27	136.71	CS
NGC 1514	N3322023355	04:09:16.990	30:46:33.43	165.535	-15.289	1991.660	1.47	37.82	CS
NGC 1535	S0211101304	04:14:15.762	-12:44:22.03	206.478	-40.565	1991.700	23.36	62.65	PHOT
NGC 2022		05:42:06.229	09:05:10.75	196.686	-10.943	0.000	7.73	15.68	GEO
NGC 2242	N2300022809	06:34:07.360	44:46:38.09	170.315	15.872	1989.897	0.65	139.12	PHOT
NGC 2346		07:09:22.547	-00:48:22.98	215.700	3.621	0.000	8.84	309.15	GEO
NGC 2371-72	N222201063	07:25:34.720	29:29:25.63	189.158	19.843	1988.933	12.59	36.22	CS
NGC 2392	N2230330598	07:29:10.768	20:54:42.44	197.880	17.400	1991.850	5.79	192.30	CS
NGC 2438	S102223218759	07:41:51.426	-14:43:54.88	231.802	4.122	1984.973	21.14	230.60	PHOT
NGC 2452	S1322002590	07:47:26.248	-27:20:07.16	243.381	-1.039	1995.085	1.98	313.42	PHOT
NGC 246	S0033000111	00:47:03.347	-11:52:19.04	118.864	-74.709	1984.830	7.67	109.42	CS
NGC 2610	S1311221563	08:33:23.320	-16:08:57.67	239.630	13.948	1988.205	3.03	54.02	PHOT
NGC 2792	S1331111891	09:12:26.596	-42:25:39.90	265.753	4.101	1996.199	8.41	1.81	PHOT
NGC 2818		09:16:01.656	-36:37:38.76	261.984	8.584	0.000	15.54	297.43	GEO
NGC 2867	S1130020319	09:21:25.337	-58:18:40.69	278.161	-5.936	1992.025	7.60	164.17	PHOT
NGC 2899	S1111033685	09:27:03.123	-56:06:21.22	277.152	-3.831	1991.118	4.12	44.77	CS
NGC 3132	S13030311055	10:07:01.771	-40:26:11.11	272.114	12.398	1991.540	1.22	5.39	PHOT
NGC 3195	S1103221122	10:09:20.910	-80:51:30.73	296.625	-20.042	1978.108	2.62	87.03	PHOT
NGC 3211	S111300079793	10:17:50.549	-62:40:14.57	286.303	-4.868	1997.000	5.69	348.20	PHOT
NGC 3242	S123031352	10:24:46.138	-18:38:32.26	261.052	32.050	1991.710	6.57	210.99	PHOT
NGC 3587		11:14:47.734	55:01:08.50	148.491	57.050	0.000	14.12	231.45	CS
NGC 3699		11:27:57.745	-59:57:27.71	292.658	1.238	0.000	11.64	112.17	GEO
NGC 3918		11:50:17.730	-57:10:56.90	294.691	4.708	0.000	11.27	60.79	GEO
NGC 40	N3101023112	00:13:01.023	72:31:19.07	120.018	9.868	1991.600	0.69	335.75	PHOT
NGC 4071	S212100013647	12:04:14.815	-67:18:35.57	298.394	-4.855	1976.262	2.81	88.47	CS
NGC 4361		12:24:30.754	-18:47:05.51	294.115	43.626	0.000	5.49	132.26	GEO
NGC 5189	S2131233378	13:33:32.974	-65:58:26.67	307.207	-3.452	1987.084	54.87	92.44	CS
NGC 5307	S2321230844	13:51:03.273	-51:12:20.62	312.368	10.571	1990.452	4.51	16.59	PHOT
NGC 5315	S2131221174	13:53:56.972	-66:30:50.96	309.115	-4.395	1997.244	5.66	101.56	PHOT
NGC 5873	S23330221101	15:12:51.052	-38:07:33.65	331.327	16.828	1991.293	7.83	303.74	PHOT
NGC 5882	S23313212232	15:16:49.941	-45:38:58.60	327.820	10.080	1992.577	2.01	356.71	PHOT
NGC 5979	S213023234742	15:47:41.546	-61:13:06.33	322.583	-5.264	1988.302	6.52	300.72	PHOT
NGC 6026	S2301123366	16:01:21.069	-34:32:36.63	341.606	13.704	1989.567	2.71	234.80	PHOT
NGC 6058	N1323032218	16:04:26.597	40:40:56.05	64.668	48.300	1991.272	3.28	78.70	CS
NGC 6072		16:12:58.079	-36:13:46.06	342.183	10.853	0.000	11.70	50.96	GEO
NGC 6153	S2303312264	16:31:30.825	-40:15:14.22	341.846	5.438	1987.385	8.38	170.96	PHOT
NGC 6210	N1030210110	16:44:29.521	23:47:59.55	43.105	37.759	1991.720	11.23	189.86	PHOT
NGC 6302		17:13:44.211	-37:06:15.94	349.509	1.056	0.000	9.77	4.14	GEO
NGC 6309	S2231100466	17:14:04.322	-12:54:37.71	9.656	14.814	1988.536	10.03	276.40	PHOT
NGC 6326	S2110331174	17:20:46.301	-51:45:15.33	338.201	-8.383	1998.458	4.02	189.45	PHOT
NGC 6337		17:22:15.658	-38:29:03.47	349.352	-1.115	0.000	7.53	39.98	CS
NGC 6369	S222112038629	17:29:20.443	-23:45:34.22	2.434	5.847	1996.678	5.01	67.40	CS
NGC 6439	S2202322155	17:48:19.797	-16:28:44.21	11.013	5.895	1996.680	0.38	119.35	PHOT
NGC 650-51		01:42:19.948	51:34:31.15	130.936	-10.504	0.000	28.13	150.36	GEO
NGC 6537	S300100270	18:05:13.059	-19:50:34.86	10.100	0.740	1987.560	21.77	12.39	PHOT
NGC 6543	N1121000443	17:58:33.409	66:37:58.79	96.470	29.954	1991.770	0.29	271.18	PHOT
NGC 6563		18:12:02.753	-33:52:07.14	358.505	-7.338	0.000	8.59	39.30	GEO
NGC 6565	S30123211533	18:11:52.470	-28:10:42.27	3.533	-4.621	1996.697	6.60	49.59	PHOT
NGC 6567	S30010121146	18:13:45.136	-19:04:33.67	11.745	-0.649	1996.702	14.42	355.71	PHOT
NGC 6572		18:12:06.404	06:51:12.17	34.625	11.848	0.000	20.11	51.45	PHOT
NGC 6578	S3032031445	18:16:16.517	-20:27:02.67	10.820	-1.827	1996.702	10.97	72.10	PHOT
NGC 6620	S3012332897	18:22:54.186	-26:49:17.00	5.886	-6.149	1996.697	0.75	74.31	PHOT
NGC 6629	S30320101384	18:25:42.449	-23:12:10.59	9.408	-5.049	1996.697	18.15	51.54	PHOT
NGC 6644	S301223037	18:32:34.641	-25:07:44.00	8.398	-7.319	1996.697	1.76	86.44	PHOT
NGC 6720	N0223131306	18:53:35.079	33:01:45.03	63.172	13.978	1992.637	9.57	119.68	CS
NGC 6741	S3002120466	19:02:37.088	-00:26:56.97	33.809	-2.692	1996.645	15.12	311.25	PHOT
NGC 6751	S3002210353	19:05:55.560	-5:59:32.92	29.229	-5.942	1996.708	4.72	0.03	PHOT
NGC 6765	N022212273391	19:11:06.465	30:32:42.52	62.459	9.557	1987.472	15.31	41.46	CS
NGC 6772	S300203190	19:14:36.373	-2:42:25.04	33.160	-6.387	1982.563	119.02	269.35	CS
NGC 6778	S3002033231	19:18:24.939	-1:35:47.41	34.591	-6.729	1986.439	5.64	172.20	PHOT
NGC 6781	N023231154981	19:18:28.085	06:32:19.29	41.842	-2.987	1992.585	5.38	38.54	CS
NGC 6790	N0201001326	19:22:56.965	01:30:46.45	37.896	-6.309	1991.740	0.26	301.90	PHOT
NGC 6803	N0232131734	19:31:16.490	10:03:21.88	46.446	-4.125	1992.588	2.41	326.54	ST
NGC 6804	N0232131172329	19:31:35.175	09:13:32.01	45.750	-4.588	1992.588	11.38	57.09	CS
NGC 6807	N021202088111	19:34:33.543	05:41:02.58	42.970	-6.920	1993.456	0.21	246.84	PHOT
NGC 6818		19:43:57.844	-14:09:11.91	25.860	-17.912	0.000	5.42	31.73	GEO
NGC 6826	N030213338	19:44:48.161	50:31:30.33	83.563	12.792	1991.620	1.09	119.72	CS
NGC 6833	N030211351042	19:49:46.576	48:57:40.10	82.536	11.349	1989.647	0.11	327.01	ST
NGC 6842	N033202197720	19:55:02.386	29:17:19.46	65.915	0.597	1992.487	1.94	341.89	CS
NGC 6852	N0212133273	20:00:39.213	01:43:40.05	42.591	-14.528	1992.501	13.92	31.64	CS
NGC 6853		19:59:36.340	22:43:16.09	60.837	-3.696	0.000	15.82	189.57	CS
NGC 6879	N03121202590	20:10:26.682	16:55:21.30	57.230	-8.918	1992.741	2.03	226.11	ST
NGC 6881	N033220122825	20:10:52.464	37:24:41.18	74.553	2.114	1991.593	1.51	339.62	PHOT
NGC 6884	N0302222454	20:10:23.669	46:27:39.54	82.137	7.093	1990.696	1.07	239.35	ST
NGC 6886	N0312322318	20:12:42.813	19:59:22.65	60.140	-7.732	1990.707	0.71	111.28	PHOT
NGC 6891	N0211202115	20:15:08.838	12:42:15.63	54.198	-12.112	1973.630	10.89	141.61	PHOT
NGC 6894	N0332332134988	20:16:23.965	30:33:53.17	69.477	-2.622	1989.510	1.24	325.20	CS
NGC 6905		20:22:22.940	20:06:16.80	61.493	-9.571	0.000	7.64	282.10	GEO
NGC 7008	N0331000492	21:00:32.503	54:32:36.18	93.414	5.494	1991.675	7.48	163.98	CS
NGC 7009	S3310220410	21:04:10.877	-11:21:48.25	37.760	-34.572	1991.570	8.36	184.03	PHOT
NGC 7026	N0331022145839	21:06:18.209	47:51:05.35	89.003	0.376	1989.644	3.63	59.55	PHOT
NGC 7027		21:07:01.696	42:14:09.50	84.931	-3.497	0.000	0.50	352.41	GEO
NGC 7048	N033131396089	21:14:15.224	46:17:17.52	88.781	-1.680	1989.664	1.21	348.14	CS
NGC 7094	N0311200236	21:36:52.976	12:47:19.33	66.779	-28.202	1990.806	1.49	206.82	CS
NGC 7139		21:46:08.586	63:47:29.45	104.120	7.913	0.000	17.79	142.23	CS
NGC 7293	S32303301945	22:29:38.508	-20:50:13.69	36.162	-57.118	1992.806	3.57	108.03	CS
NGC 7354		22:40:19.940	61:17:08.10	107.845	2.315	0.000	2.66	154.34	GEO
NGC 7662		23:25:53.968	42:32:05.04	106.561	-17.601	0.000	2.10	303.59	PHOT
Na 1	S2201221184	17:12:51.900	-3:16:00.13	18.087	20.152	1986.444	9.71	286.96	PHOT
Na 2	S30312239235	19:18:19.518	-11:06:15.44	25.969	-10.955	1998.378	4.67	321.37	PHOT
Ns 238		08:20:55.266	-36:13:23.11	254.687	0.218	0.000	29.80	142.94	GEO
PBOZ 24	S22213239544	17:37:51.104	-25:20:44.59	2.142	3.362	1996.678	1.85	83.93	ST
PBOZ 34		18:05:25.509	-25:13:37.23	5.427	-1.936	0.000	65.72	336.01	PHOT
PB 1	S103302224829	07:02:46.764	-13:42:34.65	226.427	-3.744	1982.952	15.63	185.57	PHOT
PB 10	N0233102100208	19:28:14.391	12:19:36.17	48.090	-2.388	1992.588	0.85	42.39	PHOT
PB 2	S13211221392	08:20:40.188	-46:22:58.82	263.050	-5.571	1991.271	5.57	178.72	ST
PB 3	S1331031630	08:54:18.323	-50:32:22.34	269.740	-3.619	1996.943	4.70	307.16	PHOT
PB 4	S1111002231	09:15:07.747	-54:52:43.78	275.086	-4.161	1998.458	4.98	349.31	PHOT
PB 5	S13313211643	09:16:09.613	-45:28:42.79	268.427	2.481	1993.208	6.79	122.07	ST
PB 6	S1302133347	10:13:15.949	-50:19:59.28	278.857	4.996	1992.164	2.91	121.24	PHOT
PB 8	S1113133333	11:33:17.717	-57:06:14.00	292.441	4.168	1997.126	9.58	115.31	PHOT
